,City,Street,Floor,NumOfRooms,Size(SQM),Type,Price(₪)
7797, רעננה,הסחלב,1,4.0,137,דירת גן,4280000
7798, רמת גן,רימלט,1,4.5,100,דירה,3200000
7799, נתיבות,נתיבות מערב,3,4.0,110,דירה,1480000
7800, חריש,טורקיז 19,0,4.0,96,דירת גן,2100000
7801, ירושלים,"גבעת הורדים, רסקו",7,4.0,98,גג/פנטהאוז,5100000
7802, יהוד מונוסון,יהוד מונוסון,5,4.0,108,דירה,2250000
7803, אשדוד,נתן אלבז 24,5,4.0,96,דירה,2100000
7804, פרדס חנה כרכור,יחזקאל 84,1,2.0,35,דירה,1070000
7805, בת ים,אנילביץ' 29,5,6.0,242,גג/פנטהאוז,4400000
7806, בני ברק,"פלמ""ח 3",1,1.0,15,יחידת דיור,168000
7807, ראשון לציון,חיל הרגלים 2,4,3.5,87,דירה,2490000
7808, עכו,יאנוש קורצ'אק 4,4,2.5,54,דירה,620000
7809, חדרה,הדודאים 1,8,5.0,155,דירה,2720000
7810, בית שאן,הרב יעקב משה טולדאנו 10,2,3.0,102,דירה,650000
7811, טבריה,שבטי ישראל 8,1,4.0,102,דירה,1000050
7812, באר שבע,דרך השלום 29,3,4.0,75,דירה,1130000
7813, הוד השרון,אפרים קציר 15,10,5.0,154,דירה,4600000
7814, דימונה,שדרות הרצל 1092,4,3.0,85,דירה,600000
7815, בני ברק,"חזון אי""ש 68",5,8.0,250,גג/פנטהאוז,5200000
7816, ערד,יהודה 71,2,5.0,150,דירה,1530000
7817, תל אביב יפו,חובות הלבבות 22,1,1.0,27,דירה,1500000
7818, אשקלון,ביכורי ענבים 33,0,5.5,190,דירת גן,3350000
7819, חריש,גפן 1,1,5.0,120,דירה,1650000
7820, ראשון לציון,מרדכי פופל 18,8,4.5,100,דירה,2490000
7821, אור יהודה,"בית בפארק ,פרדס בחסכון",8,4.0,102,דירה,2980000
7822, הרצליה,מרכז,1,4.0,97,דירה,3590000
7823, הרצליה,אריק איינשטיין,4,3.0,102,גג/פנטהאוז,6350000
7824, רמת גן,יוסף הגלילי 12,9,4.0,222,גג/פנטהאוז,4630000
7825, קרית אתא,גבעת רם,3,5.0,200,גג/פנטהאוז,1980000
7826, תל אביב יפו,נווה צדק,5,4.0,154,גג/פנטהאוז,22000000
7827, תל אביב יפו,וינגייט 1,15,2.0,65,דירה,2680000
7828, גבעתיים,ארלוזורוב,4,4.0,96,דירה,4100000
7829, תל אביב יפו,תל ברוך צפון,3,4.0,114,דירה,5000000
7831, ירושלים,קורא הדורות 32,3,4.5,89,דירה,3140000
7832, קרית ים,קרית ים,4,4.0,80,דירה,1290000
7833, אשקלון,מצדה,2,4.0,100,דירה,1750000
7834, בני ברק,הרב מצליח,2,3.0,70,דירה,1770000
7835, יקנעם עילית,נוף לכרמל,2,4.0,103,דירה,1380000
7836, באר שבע,באר שבע,9,4.0,1,דירה,1900000
7837, אשדוד,הר מצדה,7,4.0,146,דירה,3400000
7838, ערד,אלעזר בן יאיר,2,4.0,100,דירה,1000000
7841, קרית גת,שדרות השופטים 17,0,3.0,60,דירה,970000
7842, לוד,אלברט איינשטיין 22,3,4.0,100,דירה,1490000
7843, טנא,הגיא 1,1,6.0,350,דופלקס,2000000
7844, חדרה,יצחק רבין 10,2,5.0,137,דירה,2350000
7845, מעלה עמוס,יונתן בן עוזיאל 414,0,4.0,233,דירת גן,1800000
7846, חיפה,"פלמ""ח 57",1,4.0,165,דירת גן,2190000
7847, צפת,הרצל 7,0,3.0,60,דירה,1000000
7848, מגדל העמק,השומרון 5,0,1.5,33,דירה,480000
7849, דימונה,"סא""ל עמנואל מורנו 21",1,5.0,137,דירה,1300000
7850, באר שבע,הצבי 45,3,3.0,70,דירה,1225000
7851, תל אביב יפו,בושם 63,12,4.0,96,דירה,3200000
7852, דימונה,שדרות הרצל 46,4,3.5,85,דירה,585000
7853, קרית מלאכי,ספרא 7,5,3.0,87,דירה,1770000
7854, תל אביב יפו,ראסין 8,0,3.0,135,דירת גן,3500000
7855, טבריה,השילוח 4,2,7.0,400,גג/פנטהאוז,1960000
7856, רחובות,דרך יצחק בן ארי 8,2,4.0,126,דירה,2730000
7857, באר שבע,בזל 29,12,4.0,90,דירה,1750000
7858, יבנה,אטד 4,3,4.0,122,דירה,2260000
7859, פתח תקווה,חנה רובינא 10,4,4.5,180,גג/פנטהאוז,2590000
7860, ראשון לציון,המרגנית,3,3.5,85,דירה,2290000
7861, ראש העין,ראש העין,4,5.0,159,גג/פנטהאוז,4399000
7862, ראש העין,נחשול,2,4.0,115,דירה,2750000
7863, בת ים,אריק איינשטיין 3,30,2.0,76,דירה,3000000
7864, חיפה,אהרונוביץ',2,4.0,120,דירה,1680000
7865, חיפה,ויתקין,-3,4.0,100,דירת גן,1850000
7866, תל אביב יפו,הזוהר,4,3.5,84,דירה,5200000
7867, אזור,ז'בוטינסקי,2,5.0,122,דירה,3395000
7868, תל אביב יפו,יד אליהו,12,3.0,78,דירה,3330000
7869, באר יעקב,באר יעקב,2,4.0,143,דירה,2670000
7870, תל אביב יפו,"לב תל אביב, לב העיר צפון",1,3.0,97,דירה,6150000
7871, רמת גן,הרב לנדרס,5,4.0,110,דירה,2490000
7872, לוד,הגדוד העברי 8,3,3.0,70,דירה,950000
7873, ירושלים,אליעזר קשאני 23,1,4.0,90,דירת גן,2190000
7874, יבנה,הצדף,6,5.0,185,דירה,3850000
7875, ראשון לציון,קרית הלאום,1,5.0,125,דירה,3600000
7876, אשקלון,אשקלון,13,6.0,300,גג/פנטהאוז,3700000
7877, באר שבע,שכונה ד',1,3.0,50,דירה,725000
7878, בת ים,הקוממיות,17,5.0,126,דירה,4250000
7879, באר שבע,אלכסנדר ינאי 17,3,3.0,63,דירה,800000
7880, חולון,גאולים 52,5,4.0,85,דירה,2630000
7881, עפולה,משמר הירדן 27,5,7.5,200,דופלקס,1900000
7882, טבריה,טולידאנו 68,2,5.5,200,גג/פנטהאוז,1780000
7883, נשר,עמוס 18,5,4.0,132,דירה,1950000
7884, נהריה,החלוץ 55,2,4.0,70,דירה,945000
7885, קרית מלאכי,"שדרות קק""ל 11",1,4.0,304,דירת גן,3100000
7886, שדרות,נחל דולב 22,6,4.0,126,דירה,1670000
7887, נתיבות,הרב צבאן 54,2,5.0,130,דירה,1530000
7888, פתח תקווה,דרך מנחם בגין 67,11,5.0,130,דירה,3130000
7889, גבעת זאב,מבוא התומר 1,2,3.0,90,דירה,2000000
7890, בני ברק,הרב עוזיאל 32,1,3.0,60,דירה,1810000
7891, פתח תקווה,מבצע יפתח 10,16,5.0,120,דירה,3650000
7892, חולון,ביאליק 11,3,2.5,75,דירה,2300000
7893, אלון שבות,"כ""ח באייר 35",1,4.0,94,דירת גן,2350000
7894, ירושלים,חוזה סן מרטין 1,3,4.0,73,דירה,2900000
7895, אשקלון,עינות צוקים 11,5,5.0,235,גג/פנטהאוז,3500000
7896, בני ברק,הרב קלישר 7,3,4.0,90,דירה,2400000
7897, קרית ביאליק,קרן היסוד 112,0,3.0,94,דירה,1170000
7898, נתיבות,קידה 6,1,4.0,115,דירה,1400000
7899, נתיבות,קטיף,9,4.0,110,דירה,1600000
7900, חולון,מטולה,4,4.0,100,דירה,2470000
7901, תל אביב יפו,רמברנדט,1,3.0,75,דירה,4900000
7902, רמת גן,הפודים,2,3.0,80,דירה,2490000
7903, קרית מלאכי,הרצל,4,4.0,95,דירה,1135000
7904, ראשון לציון,נחלת יהודה,14,3.0,82,דירה,2790000
7905, ראשון לציון,התזמורת,3,4.0,100,דירה,2790000
7906, קרית טבעון,קרית טבעון,1,4.0,90,דירה,1820000
7907, תל אביב יפו,הירקון 204,5,7.0,450,גג/פנטהאוז,25800000
7908, תל אביב יפו,טהון,2,4.5,111,דירה,6480000
7909, ירושלים,דן פגיס 10,1,5.5,164,דופלקס,2550000
7910, ירוחם,אלכחייל,2,3.0,60,דירה,450000
7911, פתח תקווה,העצמאות,1,5.0,125,דירה,4100000
7912, ראשון לציון,נאות שקמה,10,6.0,163,דופלקס,4400000
7913, ראשון לציון,ישראל גלילי,7,5.5,154,דירה,4050000
7914, ירושלים,ירושלים,2,4.0,120,דופלקס,5500000
7915, רמת גן,רמת עמידר,0,4.0,81,דירה,2790000
7916, הרצליה,מרכז,2,3.0,55,דירה,2390000
7917, ירושלים,"רשב""ג",0,4.0,100,דירה,3900000
7918, קרית גת,כרמי גת,18,5.0,130,דירה,2350000
7920, באר שבע,דרך מצדה 218,3,4.0,100,דירה,850000
7921, אשקלון,אברהם בלסברג 6,7,4.5,124,דירה,2720000
7922, רמלה,המגדל הלבן 2,2,5.0,140,דירה,2100000
7923, עפולה,ספיר 20,7,5.0,138,דירה,1700000
7924, אשקלון,השייטת 4,7,4.0,110,דירה,2000000
7925, פתח תקווה,שלום שבזי 11,2,3.0,95,דירה,2100000
7926, בת ים,חביבה רייק 5,4,4.0,95,דירה,2300000
7927, אשדוד,דב גור 33,5,4.0,110,דירה,2100000
7928, אילת,עין בוקק 7,1,4.0,95,דירה,1656000
7929, נצרת,6122 10,3,4.5,175,דירה,1400000
7930, בית שמש,נחל מיכה 13,1,5.0,111,דירה,3100000
7931, תל אביב יפו,דוד אבידן 18,7,3.0,80,דירה,3960000
7932, בית אל,שדרות לוז 2,1,5.0,255,דירת גן,2150000
7933, טבריה,שקד 5,1,3.0,120,דירה,1300000
7934, באר שבע,אשכולית 50,2,4.0,1,דירה,1580000
7935, בית שמש,בן אליעזר 2,2,3.0,81,דירה,1798000
7936, קרית ים,אלי כהן 13,4,3.0,62,דירה,920000
7937, פתח תקווה,זקן השומרים 1,3,4.0,88,דירה,2240000
7938, תל אביב יפו,אחד העם,4,3.0,97,דירה,6400000
7939, תל אביב יפו,כוכב הצפון,3,5.0,160,דירה,9000000
7940, נתניה,"זלמן שז""ר 28",3,4.0,117,דירה,3280000
7941, רמת גן,קריניצי,3,4.0,90,דירה,3100000
7942, רעננה,רעננה,3,5.0,141,דירה,4070000
7943, רמת השרון,חטיבת אלכסנדרוני,5,4.0,100,דירה,3480000
7944, תל אביב יפו,ג'ורג' אליוט,2,3.0,94,דירה,5450000
7945, רמת השרון,אלון,0,7.0,220,דירת גן,7200000
7946, רעננה,קרית הפרחים - 2005,0,4.5,154,דירת גן,4980000
7947, גבעתיים,שינקין,8,5.0,200,גג/פנטהאוז,7750000
7948, חיפה,רמת הדר,14,5.0,110,דירה,1880000
7949, תל אביב יפו,"מח""ל 72",14,4.0,109,דירה,3275000
7950, ירושלים,ירושלים,3,6.5,165,גג/פנטהאוז,6200000
7951, ירושלים,גרשון אבנר 15,0,5.0,126,דירת גן,4250000
7952, תל אביב יפו,נאות אפקה ב',2,3.0,119,דירה,4170000
7953, רחובות,פרופ' אברהם הרשקו,4,5.0,135,דירה,3580000
7954, תל אביב יפו,שמואל רומנילי 1,2,4.0,134,דירה,5960000
7955, קרית אונו,שאול המלך 3,11,4.0,123,דירה,3285000
7956, ערד,יהודה,1,3.5,75,דירה,610000
7957, ירושלים,הברון הירש,4,3.0,82,דירה,2800000
7959, חיפה,עבאס 10,4,4.0,110,דירה,1830000
7960, כפר סבא,זמיר 1,1,4.0,109,דירת גן,3950000
7961, פתח תקווה,דוד פרנקפורטר 5,3,3.0,85,דירה,1950000
7962, שדרות,דרך הרב יורם אברג'ל 1,2,4.0,125,דירה,1600000
7963, רעננה,העיט 1,3,4.0,112,דירה,3485000
7964, חיפה,חלמיש 10,4,4.0,115,דירה,2090000
7965, ראש העין,מעיין 5,9,4.0,131,דירה,2790000
7966, נס ציונה,סוקולוב 5,3,4.0,100,דירה,2600000
7967, טבריה,ברנר 3,1,3.0,95,דירה,1000000
7968, אשדוד,העצמאות 55,1,4.0,128,דירה,2600000
7969, קרית גת,שדרות לכיש 63,1,3.5,80,דירה,1400000
7970, חיפה,שדרות ורבורג 88,3,3.0,60,דירה,870000
7971, באר שבע,אליהו בן חור 4,2,3.0,90,דירה,1100000
7972, חולון,"צבי ש""ץ 35",0,4.0,11,דירת גן,3700000
7973, מודיעין מכבים רעות,תלתן 31,1,4.0,160,דירת גן,4200000
7974, פתח תקווה,היבנר 37,3,4.0,117,דירה,2660000
7975, טירת כרמל,גיורא יוספטל 39,4,3.0,70,דירה,1000000
7976, תל אביב יפו,מיכאל נאמן 12,5,4.0,125,דירה,5750000
7977, פתח תקווה,משה שרת,2,4.0,110,דירה,2450000
7978, כפר סבא,ויצמן,3,3.0,97,דירה,2380000
7979, ראשון לציון,אנילביץ',0,5.0,104,דירה,2850000
7980, תל אביב יפו,בלפור,18,4.5,165,דירה,11500000
7981, נתניה,רמת ידין,4,3.0,55,דירה,1300000
7982, מבשרת ציון,מעוז ציון א',4,6.0,146,גג/פנטהאוז,4450000
7983, הוד השרון,מגדיאל,5,5.0,210,גג/פנטהאוז,7900000
7985, מבשרת ציון,מבשרת ציון,0,5.0,195,דירת גן,4180000
7986, בני ברק,החלוצים,1,4.0,85,דירה,1990000
7987, אשקלון,אשקלון,1,5.0,135,דירה,1840000
7988, ראשון לציון,קרית ספר,2,4.0,98,דירה,2390000
7989, רמלה,יוסי בנאי,4,4.5,121,דירה,2550000
7990, חיפה,שדרות הציונות 114,5,4.0,110,דירה,2099000
7991, כפר סבא,שלמה וחיה אנגל,3,4.0,139,דירה,3630000
7992, תל אביב יפו,מיימון,0,4.0,173,דירת גן,4600000
7993, אשדוד,ז'בוטינסקי,7,4.5,105,גג/פנטהאוז,2790000
7994, ראשון לציון,ראשון לציון,3,3.0,80,דירה,2080000
7996, אילת,"צאלים, מערב 1",4,4.0,100,דירה,1640000
7997, קרית אתא,קרית אתא,2,5.0,155,דופלקס,2050000
7998, ירושלים,סולם יעקב 1,5,5.0,155,גג/פנטהאוז,4400000
7999, נתניה,"חב""ד 4",2,6.0,225,דופלקס,3880000
8000, נצרת עילית / נוף הגליל,התאנה 10,2,4.0,90,דירה,950000
8001, ראשון לציון,חניון קרית הלאום 1,7,5.5,161,דירה,4850000
8002, אשקלון,הטייסים 61,0,5.0,270,דירת גן,2600000
8003, ירושלים,אגריפס 74,1,3.0,75,דירה,3000000
8004, הוד השרון,אסירי ציון 16,4,5.0,200,דופלקס,3890000
8005, מגדל העמק,"תשי""ג 1",3,3.0,68,דירה,700000
8006, באר יעקב,אפרים קישון 3,2,4.0,116,דירה,2780000
8007, באר שבע,עין גדי 1,2,5.5,175,דופלקס,1750000
8008, דימונה,שלום שבזי 19,1,3.5,383,דירת גן,1100000
8009, אשקלון,שדרות קדש 16,1,5.0,140,דירה,2680000
8010, מודיעין מכבים רעות,כסלו 58,1,4.0,112,דירה,3150000
8011, חולון,אורי צבי גרינברג 9,3,4.0,100,דירה,2900000
8012, רחובות,דוד אלעזר 13,3,3.0,63,דירה,1850000
8013, עפולה,הנרייטה סולד 31,0,3.0,60,דירה,780000
8014, גבעת שמואל,ז'בוטינסקי 50,9,2.0,50,דירה,1650000
8015, דימונה,הרב אלנקווה 1316,2,4.0,86,דירה,700000
8016, קרית אונו,דרך לוי אשכול 113,7,4.0,122,דירה,3350000
8017, גני תקווה,דרך המלך,2,3.0,98,דירה,3300000
8018, ירושלים,הרב חסדאי קרשקש,5,4.0,95,דירה,2620000
8020, תל אביב יפו,אבן גבירול,2,3.5,95,דירה,4570000
8021, בני ברק,בני ברק,3,4.5,110,דירה,2550000
8022, תל אביב יפו,"לב תל אביב, לב העיר צפון",5,4.0,261,גג/פנטהאוז,21000000
8023, פתח תקווה,פתח תקווה,1,3.0,73,דירה,1800000
8024, רמת השרון,רמת השרון,0,8.0,350,דירת גן,9450000
8025, תל אביב יפו,אהרון דוד גורדון,1,3.0,70,דירה,4200000
8026, חיפה,דוד בר רב האי,0,2.5,55,דירה,1040000
8027, מזכרת בתיה,שדרות רפאל סויסה,2,5.0,235,גג/פנטהאוז,4350000
8028, נתניה,נתניה,19,2.0,42,דירה,1300000
8029, חיפה,אחד העם,7,2.0,60,דירה,1160000
8030, רמת גן,ביאליק,2,3.0,68,דירה,1940000
8031, גבעתיים,פועלי הרכבת,1,3.5,95,דירה,3100000
8032, תל אביב יפו,דב גרונר,9,4.5,165,דופלקס,10900000
8033, יקנעם עילית,שער הגיא,0,3.0,75,דירה,1750000
8034, נתניה,צפון מזרח מרכז העיר,3,5.0,110,דירה,2250000
8035, הרצליה,אריק איינשטיין,15,5.0,158,דירה,7630000
8036, בת ים,לב העיר,9,5.0,196,גג/פנטהאוז,4250000
8037, חיפה,טבנקין 11,13,6.0,165,גג/פנטהאוז,3495000
8038, יהוד מונוסון,צבי ישי 10,3,5.0,120,דירה,2800000
8040, אשדוד,הלל 5,3,4.5,110,דירה,2200000
8041, בת ים,הנביאים 54,4,5.0,135,דירה,4100000
8042, בית שאן,דוד רמז 10,1,4.0,120,דירה,1080000
8043, בני ברק,נורדאו 14,2,3.5,90,דירה,2500000
8044, בת ים,דרך מנחם בגין 1,20,6.0,270,גג/פנטהאוז,9000000
8045, תל אביב יפו,ברכיה 12,2,3.0,92,דירה,2850000
8046, תל אביב יפו,ארלינג'ר 9,3,4.0,65,דירה,2590000
8047, ירושלים,המרגלית 305,2,3.0,65,דירה,2040000
8048, בית שמש,הרב ישראל גרוסמן 2,2,5.0,115,דירה,2650000
8049, יהוד מונוסון,יהודה הלוי 32,2,4.0,90,דירה,2550000
8050, טבריה,אסתר המלכה 1,-4,5.0,247,דירת גן,2500000
8051, חדרה,הגיבורים 81,4,4.0,104,דירה,2300000
8052, חיפה,דרך הים 70,5,5.0,127,דירה,3500000
8053, בני ברק,גרינברג 8,3,8.0,170,גג/פנטהאוז,4360000
8054, חיפה,רחל 11,4,4.0,108,דירה,2200000
8058, רעננה,קצין 5,6,6.0,160,גג/פנטהאוז,7638000
8059, אשקלון,הטייסים,6,4.0,100,דירה,1580000
8060, תל אביב יפו,זרובבל,3,4.0,86,דירה,5850000
